Тип мутации: мутация инверсией. Очень низкая вероятность мутации	Тип мутации: стандартная. Вероятность мутации: 0.5	Тип мутации: мутация переводом. Низкая вероятность мутации	Тип мутации: стандартная. Вероятность мутации: 1.5	Тип мутации: мутация вставкой. Средняя вероятность мутации	Тип мутации: мутация переводом. Высокая вероятность мутации	Тип мутации: мутация переводом. Средняя вероятность мутации	Тип мутации: мутация вставкой. Низкая вероятность мутации	Тип мутации: мутация переводом. Очень высокая вероятность мутации	Тип мутации: стандартная. Вероятность мутации: 2.0	Тип мутации: мутация вставкой. Очень высокая вероятность мутации	Тип мутации: стандартная. Вероятность мутации: 1.0	Тип мутации: мутация переводом. Очень низкая вероятность мутации	Тип мутации: мутация инверсией. Высокая вероятность мутации	Тип мутации: мутация инверсией. Средняя вероятность мутации	Тип мутации: мутация вставкой. Очень низкая вероятность мутации	Тип мутации: стандартная. Вероятность мутации: 0.2	Тип мутации: мутация вставкой. Высокая вероятность мутации	Тип мутации: мутация инверсией. Низкая вероятность мутации	Тип мутации: мутация инверсией. Очень высокая вероятность мутации
10		0.048000000000000015	0.048000000000000015	0.048000000000000015	0.048000000000000015	0.05200000000000001	0.048000000000000015	0.05200000000000001	0.05200000000000002	0.048000000000000015	0.048000000000000015	0.048000000000000015	0.048000000000000015	0.048000000000000015	0.048000000000000015	0.05200000000000002	0.05200000000000002	0.06000000000000001	0.05200000000000002	0.05200000000000001	0.048000000000000015
20		0.050000000000000024	0.04600000000000003	0.05000000000000003	0.05000000000000003	0.050000000000000024	0.04600000000000003	0.050000000000000024	0.05800000000000004	0.04600000000000003	0.04600000000000003	0.04600000000000003	0.04600000000000003	0.04600000000000003	0.04600000000000003	0.05000000000000003	0.054000000000000034	0.06599999999999999	0.05000000000000003	0.05800000000000003	0.04600000000000003
30		0.05200000000000003	0.04400000000000004	0.05600000000000004	0.04800000000000004	0.048000000000000036	0.04400000000000004	0.048000000000000036	0.05600000000000005	0.04400000000000004	0.04400000000000004	0.04400000000000004	0.04400000000000004	0.06000000000000003	0.04400000000000004	0.04800000000000004	0.052000000000000046	0.07199999999999994	0.04800000000000004	0.060000000000000046	0.04400000000000004
40		0.06200000000000004	0.04200000000000005	0.054000000000000055	0.046000000000000055	0.05000000000000005	0.04200000000000005	0.04600000000000005	0.058000000000000065	0.04200000000000005	0.04200000000000005	0.04200000000000005	0.04200000000000005	0.058000000000000045	0.04600000000000005	0.05000000000000006	0.06200000000000005	0.06999999999999988	0.046000000000000055	0.05800000000000006	0.04200000000000005
50		0.06400000000000003	0.04400000000000007	0.05200000000000007	0.04400000000000007	0.04800000000000006	0.04000000000000006	0.04400000000000006	0.05600000000000008	0.04400000000000006	0.04000000000000006	0.04000000000000006	0.04000000000000006	0.06800000000000002	0.04400000000000006	0.04800000000000007	0.07200000000000005	0.07199999999999983	0.04400000000000007	0.05600000000000007	0.04000000000000006
60		0.06999999999999998	0.046000000000000076	0.05000000000000008	0.04200000000000008	0.046000000000000076	0.038000000000000075	0.04200000000000007	0.05800000000000009	0.04200000000000007	0.038000000000000075	0.04200000000000008	0.038000000000000075	0.06999999999999997	0.04200000000000007	0.04600000000000008	0.078	0.07399999999999977	0.04200000000000008	0.058000000000000086	0.038000000000000075
70		0.06799999999999992	0.04800000000000009	0.052000000000000095	0.04000000000000009	0.04400000000000009	0.03600000000000009	0.040000000000000084	0.06800000000000007	0.040000000000000084	0.03600000000000009	0.04000000000000009	0.03600000000000009	0.06799999999999991	0.040000000000000084	0.044000000000000095	0.07599999999999994	0.08399999999999973	0.04000000000000009	0.0640000000000001	0.03600000000000009
80		0.06999999999999987	0.0460000000000001	0.05400000000000011	0.0380000000000001	0.046000000000000096	0.038000000000000096	0.038000000000000096	0.07000000000000002	0.038000000000000096	0.0340000000000001	0.0380000000000001	0.0340000000000001	0.07799999999999986	0.038000000000000096	0.04200000000000011	0.07399999999999989	0.08599999999999967	0.0380000000000001	0.06600000000000004	0.0340000000000001
90		0.07599999999999982	0.044000000000000115	0.05200000000000012	0.04000000000000011	0.04400000000000011	0.03600000000000011	0.03600000000000011	0.07199999999999997	0.03600000000000011	0.03200000000000011	0.036000000000000115	0.03200000000000011	0.08399999999999981	0.03600000000000011	0.04000000000000012	0.07999999999999984	0.08399999999999962	0.036000000000000115	0.072	0.03200000000000011
100		0.08199999999999977	0.04200000000000013	0.05400000000000014	0.038000000000000124	0.04200000000000012	0.03400000000000012	0.03400000000000012	0.06999999999999991	0.03400000000000012	0.030000000000000124	0.03400000000000013	0.030000000000000124	0.08199999999999975	0.03400000000000012	0.03800000000000013	0.08199999999999978	0.08999999999999957	0.038000000000000124	0.08199999999999995	0.030000000000000124
